Month,Risk,Facility Type,total_inspections,failed_inspections,Treemap Failure Rate
2017Q3,Risk 3 (Low),Restaurant,16,1,6.25
2017Q3,Risk 3 (Low),Special Event,3,1,33.33
2017Q3,Risk 3 (Low),TAVERN,4,1,25.0
2017Q3,Risk 3 (Low),THEATER,2,1,50.0
2017Q4,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,2,0,0.0
2017Q4,Risk 1 (High),1023 CHILDREN'S SERVICES FACILITY,1,0,0.0
2017Q4,Risk 1 (High),15 monts to 5 years old,1,0,0.0
2017Q4,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2017Q4,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2017Q4,Risk 1 (High),BANQUET HALL/CATERING,2,2,100.0
2017Q4,Risk 1 (High),BANQUET ROOM,2,0,0.0
2017Q4,Risk 1 (High),Bakery,22,4,18.18
2017Q4,Risk 1 (High),Banquet Hall,6,1,16.67
2017Q4,Risk 1 (High),Banquet rooms,1,0,0.0
2017Q4,Risk 1 (High),CAFETERIA,2,1,50.0
2017Q4,Risk 1 (High),CATERING/BANQUET,1,0,0.0
2017Q4,Risk 1 (High),CHARTER SCHOOL,2,0,0.0
2017Q4,Risk 1 (High),CHILDRENS SERVICES FACILITY,2,1,50.0
2017Q4,Risk 1 (High),COLLEGE,1,0,0.0
2017Q4,Risk 1 (High),Catering,27,2,7.41
2017Q4,Risk 1 (High),Children's Services Facility,132,22,16.67
2017Q4,Risk 1 (High),Daycare (2 - 6 Years),75,12,16.0
2017Q4,Risk 1 (High),Daycare (Under 2 Years),10,4,40.0
2017Q4,Risk 1 (High),Daycare Above and Under 2 Years,110,18,16.36
2017Q4,Risk 1 (High),Daycare Combo 1586,19,6,31.58
2017Q4,Risk 1 (High),EVENT SPACE,2,0,0.0
2017Q4,Risk 1 (High),FRENCH MARKET SPACE,1,0,0.0
2017Q4,Risk 1 (High),GROCERY/RESTAURANT,1,0,0.0
2017Q4,Risk 1 (High),GROCERY/TAQUERIA,2,1,50.0
2017Q4,Risk 1 (High),Golden Diner,6,1,16.67
2017Q4,Risk 1 (High),Grocery Store,151,22,14.57
2017Q4,Risk 1 (High),Hospital,18,0,0.0
2017Q4,Risk 1 (High),LOUNGE/BANQUET HALL,1,0,0.0
2017Q4,Risk 1 (High),Long Term Care,44,12,27.27
2017Q4,Risk 1 (High),Mobile Food Preparer,1,0,0.0
2017Q4,Risk 1 (High),REHAB CENTER,1,1,100.0
2017Q4,Risk 1 (High),RESTAURANT/BAR,2,0,0.0
2017Q4,Risk 1 (High),Restaurant,2479,482,19.44
2017Q4,Risk 1 (High),SUPPORTIVE LIVING,2,0,0.0
2017Q4,Risk 1 (High),School,201,33,16.42
2017Q4,Risk 1 (High),Shared Kitchen,3,0,0.0
2017Q4,Risk 1 (High),Shared Kitchen User (Long Term),1,0,0.0
2017Q4,Risk 1 (High),Shelter,1,0,0.0
2017Q4,Risk 2 (Medium),Airport Lounge,1,0,0.0
2017Q4,Risk 2 (Medium),BANQUET HALL,2,0,0.0
2017Q4,Risk 2 (Medium),BEFORE AND AFTER SCHOOL PROGRAM,1,0,0.0
2017Q4,Risk 2 (Medium),Bakery,58,9,15.52
2017Q4,Risk 2 (Medium),CANDY STORE,2,1,50.0
2017Q4,Risk 2 (Medium),COFFEE KIOSK,1,0,0.0
2017Q4,Risk 2 (Medium),Catering,2,0,0.0
2017Q4,Risk 2 (Medium),EVENT SPACE,1,1,100.0
2017Q4,Risk 2 (Medium),GAS STATION,1,0,0.0
2017Q4,Risk 2 (Medium),GROCERY,1,0,0.0
2017Q4,Risk 2 (Medium),Grocery Store,255,55,21.57
2017Q4,Risk 2 (Medium),HERBAL LIFE SHOP,1,0,0.0
2017Q4,Risk 2 (Medium),HERBALIFE,1,0,0.0
2017Q4,Risk 2 (Medium),JUICE AND SALAD BAR,1,0,0.0
2017Q4,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2017Q4,Risk 2 (Medium),Liquor,4,0,0.0
2017Q4,Risk 2 (Medium),Live Poultry,2,1,50.0
2017Q4,Risk 2 (Medium),Mobile Food Preparer,23,3,13.04
2017Q4,Risk 2 (Medium),Other,1,0,0.0
2017Q4,Risk 2 (Medium),Poultry Slaughter,1,0,0.0
2017Q4,Risk 2 (Medium),REHAB CENTER,1,0,0.0
2017Q4,Risk 2 (Medium),Restaurant,708,110,15.54
2017Q4,Risk 2 (Medium),School,27,6,22.22
2017Q4,Risk 2 (Medium),Shared Kitchen,1,0,0.0
2017Q4,Risk 2 (Medium),Special Event,1,0,0.0
2017Q4,Risk 2 (Medium),TAVERN,4,2,50.0
2017Q4,Risk 2 (Medium),Tavern,1,0,0.0
2017Q4,Risk 2 (Medium),coffee shop,1,0,0.0
2017Q4,Risk 2 (Medium),fish market,1,0,0.0
2017Q4,Risk 2 (Medium),meat packing,2,0,0.0
2017Q4,Risk 3 (Low),BAR,2,2,100.0
2017Q4,Risk 3 (Low),BREWERY,1,0,0.0
2017Q4,Risk 3 (Low),Bakery,2,0,0.0
2017Q4,Risk 3 (Low),COFFEE CART,1,0,0.0
2017Q4,Risk 3 (Low),COLD/FROZEN FOOD STORAGE,1,0,0.0
2017Q4,Risk 3 (Low),CONVENIENCE STORE,1,0,0.0
2017Q4,Risk 3 (Low),Children's Services Facility,2,0,0.0
2017Q4,Risk 3 (Low),Daycare (2 - 6 Years),2,0,0.0
2017Q4,Risk 3 (Low),FURNITURE STORE,1,0,0.0
2017Q4,Risk 3 (Low),GAS STATION,3,0,0.0
2017Q4,Risk 3 (Low),GAS STATION/FOOD,2,1,50.0
2017Q4,Risk 3 (Low),GAS STATION/MINI MART,1,0,0.0
2017Q4,Risk 3 (Low),GROCERY STORE/GAS STATION,1,0,0.0
2017Q4,Risk 3 (Low),Grocery Store,286,49,17.13
2017Q4,Risk 3 (Low),Liquor,14,5,35.71
2017Q4,Risk 3 (Low),Mobile Food Dispenser,5,0,0.0
2017Q4,Risk 3 (Low),Mobile Frozen Desserts Vendor,2,0,0.0
2017Q4,Risk 3 (Low),Mobile Prepared Food Vendor,16,0,0.0
2017Q4,Risk 3 (Low),Rest/GYM,2,1,50.0
2017Q4,Risk 3 (Low),Restaurant,66,14,21.21
2017Q4,Risk 3 (Low),School,8,0,0.0
2017Q4,Risk 3 (Low),TAVERN,6,1,16.67
2017Q4,Risk 3 (Low),Wholesale,2,0,0.0
2017Q4,Risk 3 (Low),convenience store,1,0,0.0
2017Q4,Risk 3 (Low),gas station,2,1,50.0
2018Q1,Risk 1 (High),ADULT DAYCARE,2,1,50.0
2018Q1,Risk 1 (High),Assisted Living,1,0,0.0
2018Q1,Risk 1 (High),BANQUET HALL/CATERING,2,0,0.0
2018Q1,Risk 1 (High),Bakery,22,6,27.27
2018Q1,Risk 1 (High),Banquet/kitchen,1,0,0.0
2018Q1,Risk 1 (High),CAFETERIA,1,0,0.0
2018Q1,Risk 1 (High),CHARTER SCHOOL,2,0,0.0
2018Q1,Risk 1 (High),CHARTER SCHOOL CAFETERIA,1,0,0.0
2018Q1,Risk 1 (High),CHILDRENS SERVICES FACILITY,1,0,0.0
2018Q1,Risk 1 (High),Cafeteria,1,0,0.0
2018Q1,Risk 1 (High),Catering,13,2,15.38
2018Q1,Risk 1 (High),Children's Services Facility,80,16,20.0
2018Q1,Risk 1 (High),DAYCARE 2 YRS TO 12 YRS,2,1,50.0
2018Q1,Risk 1 (High),Daycare (2 - 6 Years),23,7,30.43
2018Q1,Risk 1 (High),Daycare (Under 2 Years),4,2,50.0
2018Q1,Risk 1 (High),Daycare Above and Under 2 Years,28,3,10.71
2018Q1,Risk 1 (High),Daycare Combo 1586,2,0,0.0
2018Q1,Risk 1 (High),EVENT SPACE,2,0,0.0
2018Q1,Risk 1 (High),GAS STATION,2,0,0.0
2018Q1,Risk 1 (High),GROCERY/BAKERY,1,0,0.0
2018Q1,Risk 1 (High),Golden Diner,1,1,100.0
2018Q1,Risk 1 (High),Grocery & Restaurant,2,1,50.0
2018Q1,Risk 1 (High),Grocery Store,165,36,21.82
2018Q1,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2018Q1,Risk 1 (High),Hospital,11,0,0.0
2018Q1,Risk 1 (High),JUICE BAR,2,1,50.0
2018Q1,Risk 1 (High),Long Term Care,14,5,35.71
2018Q1,Risk 1 (High),PASTRY school,1,0,0.0
2018Q1,Risk 1 (High),PREP INSIDE SCHOOL,1,0,0.0
2018Q1,Risk 1 (High),Private School,1,0,0.0
2018Q1,Risk 1 (High),RESTAURANT/BAR,1,0,0.0
2018Q1,Risk 1 (High),RESTAURANT/GROCERY STORE,2,1,50.0
2018Q1,Risk 1 (High),Restaurant,2815,550,19.54
2018Q1,Risk 1 (High),School,448,113,25.22
2018Q1,Risk 1 (High),Shared Kitchen,3,0,0.0
2018Q1,Risk 1 (High),Shared Kitchen User (Long Term),1,0,0.0
2018Q1,Risk 1 (High),Special Event,1,0,0.0
2018Q1,Risk 1 (High),UNIVERSITY CAFETERIA,2,1,50.0
2018Q1,Risk 1 (High),Wholesale,2,1,50.0
2018Q1,Risk 2 (Medium),Bakery,22,4,18.18
2018Q1,Risk 2 (Medium),Catering,1,0,0.0
2018Q1,Risk 2 (Medium),Coffee shop,1,0,0.0
2018Q1,Risk 2 (Medium),Grocery Store,116,33,28.45
2018Q1,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2018Q1,Risk 2 (Medium),MOVIE THEATER,1,0,0.0
2018Q1,Risk 2 (Medium),Mobile Food Preparer,11,5,45.45
2018Q1,Risk 2 (Medium),Restaurant,395,67,16.96
2018Q1,Risk 2 (Medium),School,24,6,25.0
2018Q1,Risk 2 (Medium),Wholesale,2,1,50.0
2018Q1,Risk 3 (Low),CHINESE HERBS,1,0,0.0
2018Q1,Risk 3 (Low),Catering,1,0,0.0
2018Q1,Risk 3 (Low),Children's Services Facility,1,0,0.0
2018Q1,Risk 3 (Low),Grocery Store,187,49,26.2
2018Q1,Risk 3 (Low),HERBALIFE STORE,1,0,0.0
2018Q1,Risk 3 (Low),Laundromat,3,1,33.33
2018Q1,Risk 3 (Low),Liquor,9,4,44.44
2018Q1,Risk 3 (Low),MOBILE FOOD,1,0,0.0
2018Q1,Risk 3 (Low),Mobile Food Dispenser,6,0,0.0
2018Q1,Risk 3 (Low),Mobile Frozen Desserts Vendor,2,0,0.0
2018Q1,Risk 3 (Low),Mobile Prepared Food Vendor,18,15,83.33
2018Q1,Risk 3 (Low),RETAIL,2,1,50.0
2018Q1,Risk 3 (Low),Restaurant,13,4,30.77
2018Q1,Risk 3 (Low),School,6,0,0.0
2018Q1,Risk 3 (Low),Shuffleboard Club with Bar,2,0,0.0
2018Q1,Risk 3 (Low),TAVERN,8,2,25.0
2018Q2,Risk 1 (High),AFTER SCHOOL PROGRAM,1,0,0.0
2018Q2,Risk 1 (High),BANQUET HALL,1,0,0.0
2018Q2,Risk 1 (High),BANQUET HALL/CATERING,1,0,0.0
2018Q2,Risk 1 (High),Bakery,24,6,25.0
2018Q2,Risk 1 (High),Banquet/kitchen,1,0,0.0
2018Q2,Risk 1 (High),CHARITY AID KITCHEN,1,0,0.0
2018Q2,Risk 1 (High),CHARTER,3,2,66.67
2018Q2,Risk 1 (High),CHARTER SCHOOL,5,0,0.0
2018Q2,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2018Q2,Risk 1 (High),CHURCH/SPECIAL EVENTS,1,0,0.0
2018Q2,Risk 1 (High),COMMISSARY,1,0,0.0
2018Q2,Risk 1 (High),COOKING SCHOOL,2,1,50.0
2018Q2,Risk 1 (High),Catering,25,4,16.0
2018Q2,Risk 1 (High),Children's Services Facility,60,11,18.33
2018Q2,Risk 1 (High),DAYCARE,1,0,0.0
2018Q2,Risk 1 (High),DINING HALL,1,0,0.0
2018Q2,Risk 1 (High),Daycare (2 - 6 Years),27,4,14.81
2018Q2,Risk 1 (High),Daycare (Under 2 Years),3,1,33.33
2018Q2,Risk 1 (High),Daycare Above and Under 2 Years,32,4,12.5
2018Q2,Risk 1 (High),Daycare Combo 1586,1,0,0.0
2018Q2,Risk 1 (High),FRENCH MARKET SPACE,3,0,0.0
2018Q2,Risk 1 (High),Golden Diner,14,1,7.14
2018Q2,Risk 1 (High),Grocery Store,188,45,23.94
2018Q2,Risk 1 (High),Hospital,9,1,11.11
2018Q2,Risk 1 (High),Long Term Care,49,18,36.73
2018Q2,Risk 1 (High),Mobile Food Preparer,1,0,0.0
2018Q2,Risk 1 (High),OUTREACH CULINARY KITCHEN,1,0,0.0
2018Q2,Risk 1 (High),PALETERIA,1,0,0.0
2018Q2,Risk 1 (High),PRIVATE SCHOOL,2,0,0.0
2018Q2,Risk 1 (High),PUBLIC SHCOOL,3,2,66.67
2018Q2,Risk 1 (High),REGULATED BUSINESS,1,0,0.0
2018Q2,Risk 1 (High),ROOFTOP,1,0,0.0
2018Q2,Risk 1 (High),Restaurant,3044,590,19.38
2018Q2,Risk 1 (High),STADIUM,4,1,25.0
2018Q2,Risk 1 (High),School,379,125,32.98
2018Q2,Risk 1 (High),Shared Kitchen,6,1,16.67
2018Q2,Risk 1 (High),Shared Kitchen User (Long Term),6,0,0.0
2018Q2,Risk 1 (High),Shelter,2,0,0.0
2018Q2,Risk 1 (High),Special Event,2,0,0.0
2018Q2,Risk 1 (High),WAREHOUSE,1,0,0.0
2018Q2,Risk 2 (Medium),Animal Shelter Cafe Permit,1,1,100.0
2018Q2,Risk 2 (Medium),BUTCHER SHOP,2,1,50.0
2018Q2,Risk 2 (Medium),Bakery,39,6,15.38
2018Q2,Risk 2 (Medium),CHURCH,1,0,0.0
2018Q2,Risk 2 (Medium),COFFEE KIOSK,1,0,0.0
2018Q2,Risk 2 (Medium),Catering,3,0,0.0
2018Q2,Risk 2 (Medium),Church,1,0,0.0
2018Q2,Risk 2 (Medium),Daycare Above and Under 2 Years,1,0,0.0
2018Q2,Risk 2 (Medium),Grocery Store,134,35,26.12
2018Q2,Risk 2 (Medium),HERBAL LIFE,1,0,0.0
2018Q2,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2018Q2,Risk 2 (Medium),Mobile Food Dispenser,1,0,0.0
2018Q2,Risk 2 (Medium),Mobile Food Preparer,55,11,20.0
2018Q2,Risk 2 (Medium),NOT-FOR-PROFIT CLUB,2,1,50.0
2018Q2,Risk 2 (Medium),Navy Pier Kiosk,3,0,0.0
2018Q2,Risk 2 (Medium),ROOF TOP,1,0,0.0
2018Q2,Risk 2 (Medium),ROOFTOP,1,0,0.0
2018Q2,Risk 2 (Medium),ROOFTOPS,2,0,0.0
2018Q2,Risk 2 (Medium),Restaurant,439,65,14.81
2018Q2,Risk 2 (Medium),SHAKES/TEAS,1,0,0.0
2018Q2,Risk 2 (Medium),STADIUM,1,0,0.0
2018Q2,Risk 2 (Medium),STORE,1,0,0.0
2018Q2,Risk 2 (Medium),School,21,5,23.81
2018Q2,Risk 2 (Medium),Shared Kitchen User (Long Term),2,0,0.0
2018Q2,Risk 2 (Medium),Special Event,6,1,16.67
2018Q2,Risk 3 (Low),BREWERY,1,0,0.0
2018Q2,Risk 3 (Low),Bakery,1,0,0.0
2018Q2,Risk 3 (Low),CLOTHING STORE,2,1,50.0
2018Q2,Risk 3 (Low),GROCERY STORE/GAS STATION,2,1,50.0
2018Q2,Risk 3 (Low),Grocery Store,142,33,23.24
2018Q2,Risk 3 (Low),Internet Cafe,1,1,100.0
2018Q2,Risk 3 (Low),Liquor,13,5,38.46
2018Q2,Risk 3 (Low),MOBILE DESSERTS VENDOR,1,1,100.0
2018Q2,Risk 3 (Low),Mobile Food Dispenser,13,1,7.69
2018Q2,Risk 3 (Low),Mobile Frozen Desserts Vendor,5,0,0.0
2018Q2,Risk 3 (Low),Mobile Prepared Food Vendor,7,0,0.0
2018Q2,Risk 3 (Low),NOT-FOR-PROFIT CLUB,2,1,50.0
2018Q2,Risk 3 (Low),Navy Pier Kiosk,1,0,0.0
2018Q2,Risk 3 (Low),PUSH CARTS,1,0,0.0
2018Q2,Risk 3 (Low),Restaurant,17,2,11.76
2018Q2,Risk 3 (Low),STORE,4,1,25.0
2018Q2,Risk 3 (Low),School,15,6,40.0
2018Q2,Risk 3 (Low),Shared Kitchen User (Long Term),1,0,0.0
2018Q2,Risk 3 (Low),Shuffleboard Club with Bar,1,0,0.0
2018Q2,Risk 3 (Low),TAVERN,8,2,25.0
2018Q2,Risk 3 (Low),THEATRE,2,1,50.0
2018Q3,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,2,0,0.0
2018Q3,Risk 1 (High),1023 CHILDREN'S SERVICES FACILITY,1,0,0.0
2018Q3,Risk 1 (High),A-Not-For-Profit Chef Training Program,2,1,50.0
2018Q3,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2018Q3,Risk 1 (High),BANQUET,5,2,40.0
2018Q3,Risk 1 (High),BANQUET HALL,4,1,25.0
2018Q3,Risk 1 (High),Bakery,29,5,17.24
2018Q3,Risk 1 (High),Banquet Dining,1,0,0.0
2018Q3,Risk 1 (High),Banquet Hall,1,0,0.0
2018Q3,Risk 1 (High),Banquet/kitchen,1,0,0.0
2018Q3,Risk 1 (High),CATERING/BANQUET,2,0,0.0
2018Q3,Risk 1 (High),CHARTER SCHOOL,8,2,25.0
2018Q3,Risk 1 (High),CHURCH (SPECIAL EVENTS),1,0,0.0
2018Q3,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2018Q3,Risk 1 (High),CHURCH/SPECIAL EVENT,1,0,0.0
2018Q3,Risk 1 (High),COLLEGE,1,0,0.0
2018Q3,Risk 1 (High),CULINARY CLASS ROOMS,1,0,0.0
2018Q3,Risk 1 (High),CULINARY SCHOOL,2,0,0.0
2018Q3,Risk 1 (High),Catering,37,4,10.81
2018Q3,Risk 1 (High),Children's Services Facility,143,26,18.18
2018Q3,Risk 1 (High),DAYCARE,1,0,0.0
2018Q3,Risk 1 (High),Daycare (2 - 6 Years),36,4,11.11
2018Q3,Risk 1 (High),Daycare Above and Under 2 Years,50,8,16.0
2018Q3,Risk 1 (High),Daycare Combo 1586,12,2,16.67
2018Q3,Risk 1 (High),Daycare Night,1,0,0.0
2018Q3,Risk 1 (High),GROCERY STORE/BAKERY,1,0,0.0
2018Q3,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,1,0,0.0
2018Q3,Risk 1 (High),GROCERY STORE/GAS STATION,2,1,50.0
2018Q3,Risk 1 (High),GROCERY/RESTAURANT,2,1,50.0
2018Q3,Risk 1 (High),Golden Diner,10,6,60.0
2018Q3,Risk 1 (High),Grocery Store,183,52,28.42
2018Q3,Risk 1 (High),Hospital,13,0,0.0
2018Q3,Risk 1 (High),Long Term Care,41,9,21.95
2018Q3,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2018Q3,Risk 1 (High),RESTAURANT.BANQUET HALLS,1,0,0.0
2018Q3,Risk 1 (High),RETAIL STORE OFFERS COOKING CLASSES,1,0,0.0
2018Q3,Risk 1 (High),Restaurant,2369,406,17.14
2018Q3,Risk 1 (High),SENIOR DAY CARE,1,0,0.0
2018Q3,Risk 1 (High),School,47,10,21.28
2018Q3,Risk 1 (High),Shared Kitchen,1,0,0.0
2018Q3,Risk 1 (High),Shelter,1,0,0.0
2018Q3,Risk 1 (High),Special Event,2,0,0.0
2018Q3,Risk 1 (High),Wholesale,2,1,50.0
2018Q3,Risk 1 (High),banquets,1,0,0.0
2018Q3,Risk 1 (High),cooking school,1,0,0.0
2018Q3,Risk 1 (High),youth housing,2,0,0.0
2018Q3,Risk 2 (Medium),Bakery,53,18,33.96
2018Q3,Risk 2 (Medium),CONVENIENCE STORE,1,0,0.0
2018Q3,Risk 2 (Medium),Catering,4,0,0.0
2018Q3,Risk 2 (Medium),GAS STATION,1,0,0.0
2018Q3,Risk 2 (Medium),Grocery Store,121,28,23.14
2018Q3,Risk 2 (Medium),ICE CREAM SHOP,2,1,50.0
2018Q3,Risk 2 (Medium),Mobile Food Dispenser,1,0,0.0
2018Q3,Risk 2 (Medium),Mobile Food Preparer,17,6,35.29
2018Q3,Risk 2 (Medium),Mobile Prepared Food Vendor,4,2,50.0
2018Q3,Risk 2 (Medium),RIVERWALK,1,0,0.0
2018Q3,Risk 2 (Medium),ROOF TOP,2,1,50.0
2018Q3,Risk 2 (Medium),ROOF TOPS,2,0,0.0
2018Q3,Risk 2 (Medium),ROOFTOP,4,0,0.0
2018Q3,Risk 2 (Medium),Restaurant,497,83,16.7
2018Q3,Risk 2 (Medium),STADIUM,1,0,0.0
2018Q3,Risk 2 (Medium),School,5,1,20.0
2018Q3,Risk 2 (Medium),Special Event,9,1,11.11
2018Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,1,0,0.0
2018Q3,Risk 2 (Medium),tavern,2,1,50.0
2018Q3,Risk 3 (Low),Banquet/kitchen,1,0,0.0
2018Q3,Risk 3 (Low),CONVENIENCE STORE,1,0,0.0
2018Q3,Risk 3 (Low),Children's Services Facility,1,0,0.0
2018Q3,Risk 3 (Low),DRUG STORE,2,0,0.0
2018Q3,Risk 3 (Low),Grocery Store,139,34,24.46
2018Q3,Risk 3 (Low),KIOSK,2,0,0.0
2018Q3,Risk 3 (Low),Liquor,9,2,22.22
2018Q3,Risk 3 (Low),Mobile Food Dispenser,11,3,27.27
2018Q3,Risk 3 (Low),Mobile Frozen Desserts Vendor,4,0,0.0
2018Q3,Risk 3 (Low),Mobile Prepared Food Vendor,3,1,33.33
2018Q3,Risk 3 (Low),Restaurant,25,6,24.0
2018Q3,Risk 3 (Low),STORE,2,1,50.0
2018Q3,Risk 3 (Low),Special Event,1,0,0.0
2018Q3,Risk 3 (Low),TAVERN,5,1,20.0
2018Q3,Risk 3 (Low),THEATER,1,0,0.0
2018Q3,Risk 3 (Low),Wholesale,2,1,50.0
2018Q3,Risk 3 (Low),grocery/dollar store,1,0,0.0
2018Q4,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,1,0,0.0
2018Q4,Risk 1 (High),15 monts to 5 years old,1,0,0.0
2018Q4,Risk 1 (High),AFTER SCHOOL PROGRAM,1,0,0.0
2018Q4,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2018Q4,Risk 1 (High),Assisted Living Senior Care,2,1,50.0
2018Q4,Risk 1 (High),BANQUET,1,0,0.0
2018Q4,Risk 1 (High),BANQUET FACILITY,1,0,0.0
2018Q4,Risk 1 (High),BANQUET HALL,2,0,0.0
2018Q4,Risk 1 (High),Bakery,21,5,23.81
2018Q4,Risk 1 (High),CHARTER SCHOOL,11,3,27.27
2018Q4,Risk 1 (High),COOKING SCHOOL,2,0,0.0
2018Q4,Risk 1 (High),CULINARY SCHOOL,1,0,0.0
2018Q4,Risk 1 (High),Catering,23,2,8.7
2018Q4,Risk 1 (High),Children's Services Facility,262,36,13.74
2018Q4,Risk 1 (High),DAY CARE 2-14,1,0,0.0
2018Q4,Risk 1 (High),Daycare (2 - 6 Years),92,7,7.61
2018Q4,Risk 1 (High),Daycare (Under 2 Years),11,3,27.27
2018Q4,Risk 1 (High),Daycare Above and Under 2 Years,139,16,11.51
2018Q4,Risk 1 (High),Daycare Combo 1586,8,1,12.5
2018Q4,Risk 1 (High),Golden Diner,41,9,21.95
2018Q4,Risk 1 (High),Grocery & Restaurant,1,0,0.0
2018Q4,Risk 1 (High),Grocery Store,137,36,26.28
2018Q4,Risk 1 (High),HIGH SCHOOL KITCHEN,1,0,0.0
2018Q4,Risk 1 (High),Hospital,30,6,20.0
2018Q4,Risk 1 (High),Long Term Care,76,23,30.26
2018Q4,Risk 1 (High),NURSING HOME,1,0,0.0
2018Q4,Risk 1 (High),PALETERIA,1,0,0.0
2018Q4,Risk 1 (High),PRIVATE SCHOOL,2,1,50.0
2018Q4,Risk 1 (High),REHAB CENTER,2,1,50.0
2018Q4,Risk 1 (High),RESTAURANT/BAR,1,0,0.0
2018Q4,Risk 1 (High),Restaurant,1811,303,16.73
2018Q4,Risk 1 (High),SUPPORTIVE LIVING,2,0,0.0
2018Q4,Risk 1 (High),SUSHI COUNTER,1,1,100.0
2018Q4,Risk 1 (High),School,234,48,20.51
2018Q4,Risk 1 (High),Shared Kitchen,8,1,12.5
2018Q4,Risk 1 (High),Shelter,1,0,0.0
2018Q4,Risk 1 (High),Wholesale,2,0,0.0
2018Q4,Risk 1 (High),school cafeteria,1,0,0.0
2018Q4,Risk 2 (Medium),Airport Lounge,1,0,0.0
2018Q4,Risk 2 (Medium),Animal Shelter Cafe Permit,1,0,0.0
2018Q4,Risk 2 (Medium),BANQUET HALL,2,0,0.0
2018Q4,Risk 2 (Medium),Bakery,28,7,25.0
2018Q4,Risk 2 (Medium),Banquet,1,0,0.0
2018Q4,Risk 2 (Medium),CONVENIENCE STORE,2,1,50.0
2018Q4,Risk 2 (Medium),CONVENIENT STORE,2,0,0.0
2018Q4,Risk 2 (Medium),Daycare (2 - 6 Years),1,0,0.0
2018Q4,Risk 2 (Medium),GAS STATION,1,0,0.0
2018Q4,Risk 2 (Medium),Grocery Store,165,37,22.42
2018Q4,Risk 2 (Medium),ICE CREAM SHOP,2,0,0.0
2018Q4,Risk 2 (Medium),JUICE BAR/GROCERY,1,0,0.0
2018Q4,Risk 2 (Medium),LIQUOR/COFFEE KIOSK,2,0,0.0
2018Q4,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2018Q4,Risk 2 (Medium),Liquor,1,0,0.0
2018Q4,Risk 2 (Medium),Lounge,1,0,0.0
2018Q4,Risk 2 (Medium),Mobile Food Preparer,7,1,14.29
2018Q4,Risk 2 (Medium),PACKAGED HEALTH FOODS,1,1,100.0
2018Q4,Risk 2 (Medium),Restaurant,395,47,11.9
2018Q4,Risk 2 (Medium),School,17,1,5.88
2018Q4,Risk 3 (Low),BANQUET HALL,5,4,80.0
2018Q4,Risk 3 (Low),BEVERAGE/SILVERWARE WAREHOUSE,1,0,0.0
2018Q4,Risk 3 (Low),CONVENIENCE STORE,1,0,0.0
2018Q4,Risk 3 (Low),DRUG STORE,2,0,0.0
2018Q4,Risk 3 (Low),FITNESS STUDIO,3,1,33.33
2018Q4,Risk 3 (Low),GAS STATION,2,1,50.0
2018Q4,Risk 3 (Low),GAS STATION/STORE,2,1,50.0
2018Q4,Risk 3 (Low),GROCERY STORE/GAS STATION,2,1,50.0
2018Q4,Risk 3 (Low),GROCERY/GAS STATION,1,0,0.0
2018Q4,Risk 3 (Low),Grocery Store,131,24,18.32
2018Q4,Risk 3 (Low),HERBAL MEDICINE,1,0,0.0
2018Q4,Risk 3 (Low),Liquor,21,6,28.57
2018Q4,Risk 3 (Low),Mobile Food Dispenser,6,2,33.33
2018Q4,Risk 3 (Low),Mobile Frozen Desserts Vendor,2,0,0.0
2018Q4,Risk 3 (Low),Mobile Prepared Food Vendor,6,2,33.33
2018Q4,Risk 3 (Low),Restaurant,22,2,9.09
2018Q4,Risk 3 (Low),School,9,1,11.11
2018Q4,Risk 3 (Low),TAVERN,4,1,25.0
2018Q4,Risk 3 (Low),VENDING MACHINE,1,0,0.0
2018Q4,Risk 3 (Low),bar,1,0,0.0
2019Q1,Risk 1 (High),BANQUET,3,0,0.0
2019Q1,Risk 1 (High),BANQUET HALL,1,0,0.0
2019Q1,Risk 1 (High),BANQUET HALL/CATERING,1,1,100.0
2019Q1,Risk 1 (High),BANQUET ROOM,1,0,0.0
2019Q1,Risk 1 (High),Bakery,21,5,23.81
2019Q1,Risk 1 (High),CAFETERIA,3,0,0.0
2019Q1,Risk 1 (High),CHARTER SCHOOL,15,3,20.0
2019Q1,Risk 1 (High),CHILDRENS SERVICES FACILITY,2,1,50.0
2019Q1,Risk 1 (High),COMMISARY,1,0,0.0
2019Q1,Risk 1 (High),COMMISSARY,2,0,0.0
